date,revenue,expenses
2023-11-02,768947,520067
2023-11-03,775828,610251
2023-11-04,628785,394698
2023-11-05,888099,750025
2023-11-06,745376,626440
2023-11-07,887520,780142
2023-11-08,412492,325182
2023-11-09,330099,178272
2023-11-10,723177,473278
2023-11-11,571400,355072
2023-11-12,779336,629474
2023-11-13,858969,770080
2023-11-14,391328,289900
2023-11-15,605505,445003
2023-11-16,757719,539440
2023-11-17,334540,234285
2023-11-18,457608,301784
2023-11-19,384700,329291
2023-11-20,640676,548238
2023-11-21,689770,631901
2023-11-22,696087,458153
2023-11-23,346002,270044
2023-11-24,349812,148972
2023-11-25,715842,508625
2023-11-26,557906,432284
2023-11-27,408946,332504
2023-11-28,366668,234720
2023-11-29,399003,323407
2023-11-30,520462,394671
2023-12-01,569956,477550
2023-12-02,361844,271320
2023-12-03,695395,490991
2023-12-04,374601,214441
2023-12-05,610001,413165
2023-12-06,687699,479064
2023-12-07,794700,577258
2023-12-08,582844,527782
2023-12-09,732680,638035
2023-12-10,473423,300664
2023-12-11,393330,336086
2023-12-12,525391,337947
2023-12-13,513606,378105
2023-12-14,707085,539635
2023-12-15,491387,245844
2023-12-16,541133,474177
2023-12-17,786904,565359
2023-12-18,714170,519204
2023-12-19,625497,558788
2023-12-20,775406,606978
2023-12-21,738242,673032
2023-12-22,662916,432334
2023-12-23,478048,325967
2023-12-24,653646,433900
2023-12-25,676087,526062
2023-12-26,671994,473189
2023-12-27,869383,668231
2023-12-28,445342,210858
2023-12-29,362433,187957
2023-12-30,844279,604236
2023-12-31,572919,352138
2024-01-01,771017,661171
2024-01-02,647139,531659
2024-01-03,447745,344785
2024-01-04,437686,215462
2024-01-05,307415,99093
2024-01-06,737100,601335
2024-01-07,599188,431923
2024-01-08,468616,370479
2024-01-09,349976,181054
2024-01-10,725468,554188
2024-01-11,565976,338492
2024-01-12,521883,428007
2024-01-13,511509,366962
2024-01-14,796965,696738
2024-01-15,818823,605301
2024-01-16,519526,385093
2024-01-17,647220,523516
2024-01-18,338578,281717
2024-01-19,715534,603620
2024-01-20,508859,394971
2024-01-21,411435,282149
2024-01-22,451538,340245
2024-01-23,345475,226960
2024-01-24,457636,253040
2024-01-25,453484,396419
2024-01-26,393526,174770
2024-01-27,351001,212281
2024-01-28,492029,277592
2024-01-29,728733,619857
2024-01-30,849999,645223
2024-01-31,854394,615465
2024-02-01,782488,595794
2024-02-02,692573,558776
2024-02-03,517583,376442
2024-02-04,663898,511508
2024-02-05,438286,291430
2024-02-06,527189,410988
2024-02-07,426479,212713
2024-02-08,720343,580577
2024-02-09,436213,363218
2024-02-10,853172,710852
2024-02-11,564852,434711
2024-02-12,839376,649885
2024-02-13,619759,390735
2024-02-14,672282,457373
2024-02-15,572158,451359
2024-02-16,696489,466540
2024-02-17,664986,569299
2024-02-18,790238,702962
2024-02-19,378077,293554
2024-02-20,439784,192657
2024-02-21,505776,401161
2024-02-22,615018,554504
2024-02-23,369087,271631
2024-02-24,892656,835423
2024-02-25,641102,590000
2024-02-26,595064,478931
2024-02-27,551514,454799
2024-02-28,442180,281635
2024-02-29,735928,581843
2024-03-01,333872,174771
2024-03-02,572872,385544
2024-03-03,657246,498562
2024-03-04,788535,673735
2024-03-05,684193,539256
2024-03-06,385774,294226
2024-03-07,688518,465079
2024-03-08,498522,319677
2024-03-09,520357,356542
2024-03-10,712672,535070
2024-03-11,365942,189672
2024-03-12,837977,661657
2024-03-13,857564,650287
2024-03-14,809565,733995
2024-03-15,822552,611225
2024-03-16,713089,641907
2024-03-17,890504,801131
2024-03-18,646184,553165
2024-03-19,845932,602241
2024-03-20,362021,295978
2024-03-21,760115,533511
2024-03-22,342291,95283
2024-03-23,728276,659037
2024-03-24,694754,503266
2024-03-25,603664,419180
2024-03-26,325675,193699
2024-03-27,562318,487912
2024-03-28,392268,340393
2024-03-29,597142,379004
2024-03-30,637369,450545
2024-03-31,647235,464810
2024-04-01,612863,404805
2024-04-02,429887,365196
2024-04-03,596063,497988
2024-04-04,635299,574505
2024-04-05,633713,384171
2024-04-06,501554,304076
2024-04-07,858963,733033
2024-04-08,795010,587066
2024-04-09,671513,579805
2024-04-10,481517,316025
2024-04-11,370305,213676
2024-04-12,739030,537158
2024-04-13,772963,548494
2024-04-14,459034,285721
2024-04-15,778108,559127
2024-04-16,894821,823469
2024-04-17,487256,335281
2024-04-18,776128,632280
2024-04-19,672047,475537
2024-04-20,693605,598606
2024-04-21,661447,592965
2024-04-22,542188,328645
2024-04-23,676047,578768
2024-04-24,537501,378088
2024-04-25,620146,515933
2024-04-26,597675,433766
2024-04-27,829274,766248
2024-04-28,563625,428441
2024-04-29,500339,444904
2024-04-30,425355,235790
2024-05-01,327798,218477
2024-05-02,627031,443196
2024-05-03,319477,249088
2024-05-04,710482,628984
2024-05-05,517400,403645
2024-05-06,517060,365515
2024-05-07,689959,604134
2024-05-08,811181,744247
2024-05-09,807831,752257
2024-05-10,705105,524407
2024-05-11,586479,367228
2024-05-12,648754,466095
2024-05-13,573586,480804
2024-05-14,634971,399487
2024-05-15,431184,320623
2024-05-16,387051,201570
2024-05-17,450653,273494
2024-05-18,545300,468549
2024-05-19,884010,795836
2024-05-20,392036,219358
2024-05-21,447595,341023
2024-05-22,581696,470280
2024-05-23,816612,623499
2024-05-24,441880,237581
2024-05-25,535419,450218
2024-05-26,454692,368623
2024-05-27,563031,486661
2024-05-28,593946,418604
2024-05-29,788765,596107
2024-05-30,517813,286510
2024-05-31,684890,509132
2024-06-01,639933,453539
2024-06-02,701062,585768
2024-06-03,783779,654311
2024-06-04,797952,587581
2024-06-05,870508,729793
2024-06-06,696981,576188
2024-06-07,679270,451697
2024-06-08,375277,137071
2024-06-09,819570,657898
2024-06-10,783455,592606
2024-06-11,422332,230011
2024-06-12,534231,363329
2024-06-13,847219,775829
2024-06-14,389116,318747
2024-06-15,551671,357718
2024-06-16,773918,714331
2024-06-17,876201,719192
2024-06-18,325991,137086
2024-06-19,814265,717252
2024-06-20,529577,362236
2024-06-21,703777,525992
2024-06-22,395556,150864
2024-06-23,456989,260163
2024-06-24,624264,466680
2024-06-25,695204,567091
2024-06-26,806961,670177
2024-06-27,820616,735334
2024-06-28,707472,489663
2024-06-29,680634,606510
2024-06-30,590374,470272
2024-07-01,798682,615414
2024-07-02,359778,248251
2024-07-03,345833,165462
2024-07-04,856376,675434
2024-07-05,666081,519430
2024-07-06,764507,629112
2024-07-07,496375,435030
2024-07-08,376361,201817
2024-07-09,650373,566296
2024-07-10,435189,254760
2024-07-11,822154,574682
2024-07-12,622854,560799
2024-07-13,330949,177256
2024-07-14,411541,276258
2024-07-15,361842,267358
2024-07-16,788019,660505
2024-07-17,532930,392795
2024-07-18,589134,503363
2024-07-19,592253,353527
2024-07-20,430356,202744
2024-07-21,303849,143565
2024-07-22,312360,144961
2024-07-23,673216,518331
2024-07-24,561445,350996
2024-07-25,821658,591013
2024-07-26,730179,506374
2024-07-27,354330,174986
2024-07-28,351707,158875
2024-07-29,580833,417607
2024-07-30,853372,704122
2024-07-31,340387,264625
2024-08-01,826930,594872
2024-08-02,773048,557644
2024-08-03,486633,265461
2024-08-04,696210,510194
2024-08-05,687988,589163
2024-08-06,661719,597842
2024-08-07,384381,173319
2024-08-08,493984,314919
2024-08-09,360272,201829
2024-08-10,795916,646304
2024-08-11,553091,385417
2024-08-12,564064,398990
2024-08-13,406121,169766
2024-08-14,770435,586105
2024-08-15,564237,482608
2024-08-16,575049,356398
2024-08-17,717567,513537
2024-08-18,593125,372588
2024-08-19,671344,605569
2024-08-20,382289,167010
2024-08-21,713090,509465
2024-08-22,700890,466186
2024-08-23,612660,562605
2024-08-24,559480,420783
2024-08-25,788067,574122
2024-08-26,631356,479851
2024-08-27,433498,302778
2024-08-28,554024,306747
2024-08-29,390009,261810
2024-08-30,723159,516769
2024-08-31,344816,261082
2024-09-01,304138,104544
2024-09-02,391176,198448
2024-09-03,638089,441124
2024-09-04,656007,589514
2024-09-05,521552,336848
2024-09-06,343764,197892
2024-09-07,423030,311251
2024-09-08,616462,396938
2024-09-09,666142,471804
2024-09-10,360128,188941
2024-09-11,519128,352525
2024-09-12,533540,421933
2024-09-13,305039,238099
2024-09-14,452353,247278
2024-09-15,412935,235055
2024-09-16,834730,686322
2024-09-17,589730,504915
2024-09-18,353053,141112
2024-09-19,481561,382264
2024-09-20,386346,276239
2024-09-21,629231,496438
2024-09-22,705841,508087
2024-09-23,858685,789063
2024-09-24,620815,540407
2024-09-25,416214,226305
2024-09-26,785001,539719
2024-09-27,698499,502020
2024-09-28,700826,490445
2024-09-29,736542,593352
2024-09-30,577068,377101
2024-10-01,672397,622027
2024-10-02,662441,498229
2024-10-03,834391,783905
2024-10-04,775738,701976
2024-10-05,726674,650061
2024-10-06,382409,329213
2024-10-07,323248,172683
2024-10-08,782376,656027
2024-10-09,308024,193185
2024-10-10,775430,552442
2024-10-11,534864,476292
2024-10-12,474875,265578
2024-10-13,653973,558120
2024-10-14,711473,481011
2024-10-15,443927,230580
2024-10-16,385178,262799
2024-10-17,816540,634363
2024-10-18,697674,531600
2024-10-19,363610,122642
2024-10-20,895131,801922
2024-10-21,777177,553618
2024-10-22,787025,587902
2024-10-23,731722,587478
2024-10-24,305668,155368
2024-10-25,522542,274509
2024-10-26,478267,237039
2024-10-27,455489,290807
2024-10-28,644126,536951
2024-10-29,608362,420441
2024-10-30,388835,237284
2024-10-31,401948,332972
2024-11-01,485194,304577
2024-11-02,853781,703987
2024-11-03,766755,659889
2024-11-04,593851,426099
2024-11-05,438368,341290
2024-11-06,456470,375357
2024-11-07,597986,532585
2024-11-08,313261,119305
2024-11-09,376709,158074
2024-11-10,668760,453274
2024-11-11,593925,396711
2024-11-12,575796,454304
2024-11-13,567247,440554
2024-11-14,587644,502509
2024-11-15,728745,650883
2024-11-16,724390,538128
2024-11-17,757666,637467
2024-11-18,609550,454184
2024-11-19,625203,570872
2024-11-20,644866,411608
2024-11-21,836644,741996
2024-11-22,302187,223638
2024-11-23,785687,709926
2024-11-24,726044,672782
2024-11-25,426270,193939
2024-11-26,631607,509035
2024-11-27,653827,419283
2024-11-28,886349,748491
2024-11-29,381257,246590
2024-11-30,361753,307076
2024-12-01,704303,523969
2024-12-02,724032,572595
2024-12-03,323408,91719
2024-12-04,424116,224449
2024-12-05,317413,207265
2024-12-06,359500,262574
2024-12-07,356358,231087
2024-12-08,366197,281740
2024-12-09,793992,701461
2024-12-10,523492,345465
2024-12-11,726070,481827
2024-12-12,376240,280469
2024-12-13,535595,392460
2024-12-14,822710,706356
2024-12-15,578466,415723
2024-12-16,306968,88607
2024-12-17,589662,505770
2024-12-18,490920,311258
2024-12-19,563844,418787
2024-12-20,532076,443667
2024-12-21,323199,107657
2024-12-22,737805,538348
2024-12-23,463187,258819
2024-12-24,755150,586584
2024-12-25,809551,697835
2024-12-26,813942,674790
2024-12-27,305520,229138
2024-12-28,467527,340852
2024-12-29,839243,766824
2024-12-30,475121,343883
2024-12-31,771797,551434
2025-01-01,550144,487747
2025-01-02,364925,257037
2025-01-03,669360,584191
2025-01-04,894557,782375
2025-01-05,603602,461126
2025-01-06,651181,558932
2025-01-07,399977,190564
2025-01-08,805838,680235
2025-01-09,819163,591947
2025-01-10,783442,540598
2025-01-11,329345,199985
2025-01-12,672251,608807
2025-01-13,793814,567095
2025-01-14,631310,457648
2025-01-15,397406,248563
2025-01-16,611442,550468
2025-01-17,607086,444936
2025-01-18,827741,608286
2025-01-19,879223,734397
2025-01-20,684583,536935
2025-01-21,315534,131506
2025-01-22,860608,671459
2025-01-23,873458,786968
2025-01-24,400546,225833
2025-01-25,570784,465172
2025-01-26,531324,380850
2025-01-27,784273,698114
2025-01-28,698834,609124
2025-01-29,533612,338734
2025-01-30,606081,442985
2025-01-31,443279,285867
2025-02-01,496846,351922
2025-02-02,704015,647557
2025-02-03,722132,541139
2025-02-04,370463,284939
2025-02-05,393500,205575
2025-02-06,507772,417295
2025-02-07,861446,779224
2025-02-08,384607,316287
2025-02-09,633840,489686
2025-02-10,420076,317833
2025-02-11,358692,132005
2025-02-12,461081,262657
2025-02-13,411718,288885
2025-02-14,653076,509600
2025-02-15,824480,659920
2025-02-16,547536,363261
2025-02-17,336413,247146
2025-02-18,443888,355947
2025-02-19,863370,730561
2025-02-20,875228,799860
2025-02-21,864430,737244
2025-02-22,822780,741796
2025-02-23,336468,113455
2025-02-24,478969,245214
2025-02-25,723291,672490
2025-02-26,795413,638875
2025-02-27,536187,373986
2025-02-28,342056,244091
2025-03-01,351831,216562
2025-03-02,726488,535447
2025-03-03,576815,490846
2025-03-04,589192,375671
2025-03-05,868242,726563
2025-03-06,765525,558748
2025-03-07,533192,291817
2025-03-08,657574,579211
2025-03-09,825005,613213
2025-03-10,573820,382776
2025-03-11,697650,614299
2025-03-12,480882,319859
2025-03-13,418696,201479
2025-03-14,304994,167046
2025-03-15,369300,263065
2025-03-16,606093,541238
2025-03-17,861693,644452
2025-03-18,597016,369540
2025-03-19,604359,403718
2025-03-20,847473,672399
2025-03-21,816479,712042
2025-03-22,744975,515397
2025-03-23,639679,432869
2025-03-24,351717,163873
2025-03-25,302763,162353
2025-03-26,655054,585323
2025-03-27,355480,164277
2025-03-28,507139,390815
2025-03-29,418094,182925
2025-03-30,835352,703632
2025-03-31,376848,230415
2025-04-01,861836,808947
2025-04-02,468017,408448
2025-04-03,744972,607779
2025-04-04,826670,691478
2025-04-05,742899,605745
2025-04-06,781215,623142
2025-04-07,785097,727485
2025-04-08,803516,701872
2025-04-09,720162,638093
2025-04-10,345095,213354
2025-04-11,773146,564743
2025-04-12,692118,586221
2025-04-13,846298,651292
2025-04-14,717339,526172
2025-04-15,650067,497523
2025-04-16,692670,623964
2025-04-17,409162,184574
2025-04-18,683071,529469
2025-04-19,570170,485541
2025-04-20,627069,399087
2025-04-21,893130,718384
2025-04-22,595809,525378
2025-04-23,571421,333616
2025-04-24,473311,383223
2025-04-25,740880,515673
2025-04-26,520283,301196
2025-04-27,748828,667443
2025-04-28,640686,520487
2025-04-29,616463,527786
2025-04-30,545144,377040
2025-05-01,495784,432966
2025-05-02,631119,518118
2025-05-03,463244,258195
2025-05-04,752413,652581
2025-05-05,401158,310227
2025-05-06,363972,229982
2025-05-07,783007,660803
2025-05-08,734219,638435
2025-05-09,582140,425835
2025-05-10,860219,800298
2025-05-11,466782,381823
2025-05-12,423099,340771
2025-05-13,858981,669050
2025-05-14,408944,269438
2025-05-15,547572,423164
2025-05-16,643615,469763
2025-05-17,870201,793493
2025-05-18,497097,428250
2025-05-19,588213,482224
2025-05-20,384811,209428
2025-05-21,490121,435199
2025-05-22,680172,577837
2025-05-23,863466,686553
2025-05-24,754151,559538
2025-05-25,841287,771736
2025-05-26,755738,555285
2025-05-27,600856,437537
2025-05-28,495623,389950
2025-05-29,595866,444335
2025-05-30,498237,425289
2025-05-31,831147,688883
2025-06-01,583983,474911
2025-06-02,589360,471800
2025-06-03,777697,594139
2025-06-04,753809,637118
2025-06-05,349522,158368
2025-06-06,530233,377452
2025-06-07,698102,563997
2025-06-08,673393,616307
2025-06-09,307485,129667
2025-06-10,724671,606818
2025-06-11,412701,260776
2025-06-12,507352,387325
2025-06-13,484514,418598
2025-06-14,745093,679845
2025-06-15,510048,260929
2025-06-16,337019,262793
2025-06-17,561497,355400
2025-06-18,889421,791041
2025-06-19,679747,621899
2025-06-20,458598,394324
2025-06-21,745414,640869
2025-06-22,792750,646256
2025-06-23,717247,551266
2025-06-24,768758,552453
2025-06-25,674743,608439
2025-06-26,325939,264645
2025-06-27,453939,377514
2025-06-28,828036,578253
2025-06-29,536094,375317
2025-06-30,679413,488916
2025-07-01,451956,310407
2025-07-02,456255,312791
2025-07-03,764462,538400
2025-07-04,726673,569925
2025-07-05,647823,529528
2025-07-06,425829,359738
2025-07-07,428216,258273
2025-07-08,890189,709115
2025-07-09,475607,375196
2025-07-10,709319,487289
2025-07-11,652156,506460
2025-07-12,574535,372756
2025-07-13,402476,206156
2025-07-14,682865,561556
2025-07-15,481429,248637
2025-07-16,517980,321871
2025-07-17,803551,686130
2025-07-18,786675,696063
2025-07-19,375403,311953
2025-07-20,888574,829083
2025-07-21,636986,469960
2025-07-22,404927,280123
2025-07-23,785833,642540
2025-07-24,743842,574344
2025-07-25,599372,411509
2025-07-26,323386,167911
2025-07-27,477826,399512
2025-07-28,804158,702275
2025-07-29,590446,453360
2025-07-30,622959,376258
2025-07-31,552156,400865
2025-08-01,769450,709483
2025-08-02,623258,530038
2025-08-03,548724,362705
2025-08-04,501202,280711
2025-08-05,325525,219394
2025-08-06,379818,300942
2025-08-07,414589,263141
2025-08-08,445406,244363
2025-08-09,493839,250228
2025-08-10,663298,564070
2025-08-11,806453,681958
2025-08-12,557438,479177
2025-08-13,726903,570302
2025-08-14,745872,634612
2025-08-15,710591,526173
2025-08-16,807235,701059
2025-08-17,813951,711651
2025-08-18,627350,434938
2025-08-19,739503,656491
2025-08-20,386724,170259
2025-08-21,396393,244240
2025-08-22,895484,688855
2025-08-23,894302,649026
2025-08-24,701426,578153
2025-08-25,729505,567177
2025-08-26,822313,662009
2025-08-27,333340,176703
2025-08-28,601994,403646
2025-08-29,796915,692276
2025-08-30,311094,139155
2025-08-31,765590,708280
2025-09-01,810491,594252
2025-09-02,684708,531764
2025-09-03,368798,177335
2025-09-04,501604,329591
2025-09-05,410130,178437
2025-09-06,330257,138293
2025-09-07,707427,580694
2025-09-08,352691,135477
2025-09-09,718829,492078
2025-09-10,838314,615627
2025-09-11,593052,364427
2025-09-12,843898,684634
2025-09-13,477718,348647
2025-09-14,798357,576283
2025-09-15,625329,452718
2025-09-16,478646,357988
2025-09-17,818420,758568
2025-09-18,522123,466736
2025-09-19,795236,617665
2025-09-20,791006,643711
2025-09-21,843576,663195
2025-09-22,300917,210923
2025-09-23,339104,172192
2025-09-24,579143,364346
2025-09-25,562091,380459
2025-09-26,755061,580851
2025-09-27,703157,596592
2025-09-28,885457,834145
2025-09-29,454542,255265
2025-09-30,429744,253862
2025-10-01,359821,167154
2025-10-02,517741,380175
2025-10-03,549265,477936
2025-10-04,737651,619464
2025-10-05,697745,572203
2025-10-06,514127,355890
2025-10-07,574336,409860
2025-10-08,636246,550601
2025-10-09,503834,366332
2025-10-10,386795,249485
2025-10-11,465159,345540
2025-10-12,628821,545308
2025-10-13,543877,485128
2025-10-14,499298,287443
2025-10-15,798843,688198
2025-10-16,436285,333110
2025-10-17,402412,158631
2025-10-18,843692,645297
2025-10-19,416545,315783
2025-10-20,718596,604374
2025-10-21,522128,306563
2025-10-22,670250,430850
2025-10-23,586663,524450
2025-10-24,680714,533347
2025-10-25,314995,86993
2025-10-26,323559,114774
2025-10-27,821244,664087
2025-10-28,651193,568610
2025-10-29,698237,519445
2025-10-30,744755,614811
2025-10-31,788051,715682
2025-11-01,739439,510439
2025-11-02,325517,159673
2025-11-03,771869,702359
2025-11-04,715466,653346
2025-11-05,515558,365711
2025-11-06,776111,627536
2025-11-07,784282,605013
2025-11-08,760014,704719
2025-11-09,747415,676955
2025-11-10,817039,752076
2025-11-11,821396,694280
2025-11-12,405686,328358
2025-11-13,565471,430842
2025-11-14,787602,613568
2025-11-15,513456,441851
2025-11-16,608974,448073
2025-11-17,352446,126561
2025-11-18,708376,480933
2025-11-19,727214,568973
2025-11-20,440148,342550
2025-11-21,893629,651781
2025-11-22,331085,208827
2025-11-23,617715,526746
2025-11-24,707931,489947
2025-11-25,824006,604560
2025-11-26,690452,577668
2025-11-27,305750,74796
2025-11-28,640912,443912
2025-11-29,811760,740486
2025-11-30,335903,155909
2025-12-01,503561,419145
2025-12-02,812493,570423
2025-12-03,727530,577096
2025-12-04,741441,531322
2025-12-05,728395,503967
2025-12-06,805633,587427
2025-12-07,718554,470440
2025-12-08,785651,684341
2025-12-09,500753,369995
2025-12-10,332101,138666
2025-12-11,302775,77140
2025-12-12,790399,709771
2025-12-13,345619,225947
2025-12-14,552388,456142
2025-12-15,712755,520522
2025-12-16,365149,226039
2025-12-17,326616,273806
2025-12-18,485639,244707
2025-12-19,506903,385215
2025-12-20,531318,415770
2025-12-21,652365,408930
2025-12-22,587623,526461
2025-12-23,661309,523451
2025-12-24,355863,232328
2025-12-25,473115,284824
2025-12-26,795654,674790
2025-12-27,803323,618630
2025-12-28,708624,540253
2025-12-29,578495,438703
2025-12-30,435203,209698
2025-12-31,547908,431720
2026-01-01,492003,255980
2026-01-02,797599,665881
2026-01-03,574597,488039
2026-01-04,840023,661085
2026-01-05,869354,672623
2026-01-06,434445,350032
2026-01-07,703551,643116
2026-01-08,869829,634846
2026-01-09,465129,387062
2026-01-10,891271,753477
2026-01-11,453837,310014
2026-01-12,477597,358373
2026-01-13,712736,661357
2026-01-14,778454,625907
2026-01-15,745150,586609
2026-01-16,587710,379014
2026-01-17,796440,631806
2026-01-18,723350,544649
2026-01-19,703561,595816
2026-01-20,472257,239380
2026-01-21,524021,370106
2026-01-22,895032,701444
2026-01-23,595599,416039
2026-01-24,808433,602518
2026-01-25,616363,429379
2026-01-26,897904,695318
2026-01-27,416841,178737
2026-01-28,469934,260065
2026-01-29,883158,695637
2026-01-30,386694,203897
2026-01-31,537068,405662
2026-02-01,401407,342103
2026-02-02,793960,618405
2026-02-03,855667,660932
2026-02-04,721594,601274
2026-02-05,536500,392012
2026-02-06,878641,753050
2026-02-07,511144,366100
2026-02-08,890270,696522
2026-02-09,336683,261491
2026-02-10,414091,208297
2026-02-11,417797,229279
2026-02-12,710834,541530
2026-02-13,830875,645078
2026-02-14,624934,486727
2026-02-15,593624,354920
2026-02-16,585713,337696
2026-02-17,764310,640569
2026-02-18,490246,423881
2026-02-19,869027,753235
2026-02-20,857242,611313
2026-02-21,409373,212597
2026-02-22,858988,758413
2026-02-23,423728,212754
2026-02-24,895333,725692
2026-02-25,731058,548791
2026-02-26,826169,722652
2026-02-27,688227,604215
2026-02-28,388059,195572
2026-03-01,742136,521530
2026-03-02,498303,426617
2026-03-03,811162,601347
2026-03-04,773573,691412
2026-03-05,565406,323021
2026-03-06,629125,576723
2026-03-07,381972,268782
2026-03-08,637629,404006
2026-03-09,354722,291447
2026-03-10,481890,272636
2026-03-11,569045,504130
2026-03-12,417473,366564
2026-03-13,792239,628129
2026-03-14,570741,454833
2026-03-15,691775,514438
2026-03-16,823260,750640
2026-03-17,625437,541325
2026-03-18,456877,404446
2026-03-19,784895,648305
2026-03-20,836162,723987
2026-03-21,743066,575594
2026-03-22,634923,552299
2026-03-23,420062,308798
2026-03-24,312100,148334
2026-03-25,619165,406135
2026-03-26,690270,507503
2026-03-27,494472,344261
2026-03-28,534196,364694
2026-03-29,507609,276605
2026-03-30,583006,488781
2026-03-31,573813,391338
2026-04-01,573022,353314
2026-04-02,791121,730282
2026-04-03,504720,258102
2026-04-04,865523,636622
2026-04-05,581075,390773
2026-04-06,392876,290899
2026-04-07,824624,603320
2026-04-08,607680,444630
2026-04-09,893792,818141
2026-04-10,482220,334301
2026-04-11,413936,323973
2026-04-12,316279,79335
2026-04-13,499737,331961
2026-04-14,403751,274553
2026-04-15,666577,471766
2026-04-16,371386,190689
2026-04-17,386124,272830
2026-04-18,667894,438466
2026-04-19,636199,584410
2026-04-20,391911,191419
2026-04-21,770489,631192
2026-04-22,747244,528566
2026-04-23,521094,301382
2026-04-24,676036,507695
2026-04-25,537723,443588
2026-04-26,633272,546205
2026-04-27,711324,471832
2026-04-28,382806,315449
2026-04-29,530097,309174
2026-04-30,497478,409216
2026-05-01,787436,678793
2026-05-02,611793,409187
2026-05-03,789709,648439
2026-05-04,737585,523641
2026-05-05,532204,343443
2026-05-06,657546,538443
2026-05-07,740980,604712
2026-05-08,481871,345561
2026-05-09,641558,554146
2026-05-10,798512,700778
2026-05-11,655239,517446
2026-05-12,896595,824367
2026-05-13,775278,604651
2026-05-14,594067,466143
2026-05-15,679593,618274
2026-05-16,794955,738480
2026-05-17,535998,340198
2026-05-18,771604,692059
2026-05-19,736607,589971
2026-05-20,877952,635124
2026-05-21,596629,346782
2026-05-22,559438,339667
2026-05-23,450528,232635
2026-05-24,768011,687396
2026-05-25,597698,533952
2026-05-26,609066,405249
2026-05-27,575553,524308
2026-05-28,598783,431375
2026-05-29,531182,369039
2026-05-30,756843,550918
2026-05-31,389037,311405
2026-06-01,488487,425631
2026-06-02,318074,80109
2026-06-03,592107,474058
2026-06-04,784672,676490
2026-06-05,876553,692680
2026-06-06,316061,95240
2026-06-07,751442,645788
2026-06-08,459882,354501
2026-06-09,753222,644621
2026-06-10,584944,388790
2026-06-11,678336,482616
2026-06-12,802175,751811
2026-06-13,556505,340865
2026-06-14,506548,449112
2026-06-15,762676,625963
2026-06-16,750983,543157
2026-06-17,768535,658341
2026-06-18,796005,721461
2026-06-19,313233,71981
2026-06-20,783236,669941
2026-06-21,632597,438887
2026-06-22,719048,472261
2026-06-23,670608,551199
2026-06-24,517314,340475
2026-06-25,837970,674211
2026-06-26,785514,718357
2026-06-27,454455,227818
2026-06-28,620304,504416
2026-06-29,585810,348643
2026-06-30,620961,506014
2026-07-01,727858,606978
2026-07-02,866118,811611
2026-07-03,796283,643149
2026-07-04,834522,740534
2026-07-05,881904,733483
2026-07-06,571365,373428
2026-07-07,442482,289891
2026-07-08,301051,121437
2026-07-09,378116,300903
2026-07-10,684370,447344
2026-07-11,528931,421481
2026-07-12,606901,421352
2026-07-13,819385,707163
2026-07-14,683152,495547
2026-07-15,823562,593095
2026-07-16,526572,322104
2026-07-17,431379,368624
2026-07-18,881177,699240
2026-07-19,526256,334011
2026-07-20,862422,622445
2026-07-21,720539,501370
2026-07-22,809421,726050
2026-07-23,502834,310508
2026-07-24,780441,595351
2026-07-25,527579,472387
2026-07-26,850242,798227
2026-07-27,652103,493949
2026-07-28,567136,317148
2026-07-29,826249,747906
2026-07-30,836785,717479
2026-07-31,725767,669938
2026-08-01,435639,351258
2026-08-02,320389,158938
2026-08-03,475595,407332
2026-08-04,685946,451614
2026-08-05,623720,399342
2026-08-06,303358,194940
2026-08-07,650679,600531
2026-08-08,801110,618284
2026-08-09,552557,475812
2026-08-10,507596,384682
2026-08-11,528129,291224
2026-08-12,628953,427741
2026-08-13,355805,245152
2026-08-14,462421,219828
2026-08-15,507849,379534
2026-08-16,538483,457408
2026-08-17,692551,480782
2026-08-18,344041,108425
2026-08-19,570146,510351
2026-08-20,631927,517372
2026-08-21,407524,174248
2026-08-22,518306,272374
2026-08-23,844026,690919
2026-08-24,413776,312247
2026-08-25,480494,287750
2026-08-26,492971,257661
2026-08-27,577785,360763
2026-08-28,641678,580669
2026-08-29,568449,340281
2026-08-30,580926,380310
2026-08-31,640401,403601
2026-09-01,536371,456990
2026-09-02,424591,246822
2026-09-03,892054,685695
2026-09-04,830799,716189
2026-09-05,800981,682859
2026-09-06,566909,448725
2026-09-07,451426,230273
2026-09-08,586073,359689
2026-09-09,459892,322664
2026-09-10,411576,288633
2026-09-11,722739,591969
2026-09-12,895376,792650
2026-09-13,377525,174242
2026-09-14,313780,103228
2026-09-15,568733,470953
2026-09-16,744709,506499
2026-09-17,404188,311685
2026-09-18,890073,782180
2026-09-19,843597,616332
2026-09-20,878483,767125
2026-09-21,325901,195044
2026-09-22,724724,554267
2026-09-23,767927,564738
2026-09-24,849752,609624
2026-09-25,578404,410476
2026-09-26,597584,488878
2026-09-27,657226,466678
2026-09-28,880971,748165
2026-09-29,686350,581344
2026-09-30,472502,335264
2026-10-01,807994,563767
2026-10-02,506486,258093
2026-10-03,749777,653979
2026-10-04,441449,314178
2026-10-05,877880,797703
2026-10-06,438419,260397
2026-10-07,595920,415764
2026-10-08,880086,747871
2026-10-09,435370,342357
2026-10-10,748377,615777
2026-10-11,791830,645731
2026-10-12,543767,440317
